player_id,avg,ab,do,tr,hr,rbi,bb,so,sb,cs,slg,obp
2431,0.316,434,29,0,6,54,42,47,9,6,0.424,0.382
2437,0.278,209,15,1,6,29,15,36,8,2,0.445,0.342
2440,0.321,109,8,0,1,13,13,12,0,1,0.422,0.39
2441,0.293,75,6,1,1,11,7,11,0,0,0.44,0.354
2448,0.244,254,18,1,4,20,28,42,6,2,0.37,0.318
2453,0.322,556,46,1,29,102,106,96,1,1,0.565,0.429
2459,0.264,87,9,1,0,7,13,21,1,0,0.391,0.363
2460,0.281,531,33,1,28,123,61,83,2,1,0.505,0.355
2465,0.273,275,15,0,3,32,37,47,2,1,0.36,0.359
2467,0.292,614,38,7,7,59,41,107,19,10,0.41,0.335
2472,0.284,564,33,0,19,81,79,118,7,2,0.443,0.371
2474,0.299,509,21,0,70,147,162,155,1,0,0.752,0.47
2483,0.277,213,12,0,5,35,19,32,1,4,0.404,0.336
2487,0.299,97,7,0,1,12,11,17,0,0,0.402,0.373
2499,0.279,580,26,5,30,90,30,112,16,10,0.497,0.316
2502,0.296,582,20,4,8,53,72,84,13,1,0.385,0.38
2505,0.309,472,27,2,1,40,32,52,1,0,0.381,0.35
2507,0.308,39,2,0,2,7,4,8,0,0,0.513,0.372
2509,0.294,534,27,0,9,59,79,83,3,3,0.395,0.383
2513,0.246,171,10,0,4,20,17,36,0,1,0.374,0.312
2526,0.297,448,6,6,1,20,44,56,37,7,0.344,0.361
2530,0.257,175,9,0,4,18,10,33,0,0,0.377,0.3
2531,0.27,611,36,8,23,83,36,108,2,2,0.468,0.314
2532,0.317,602,40,2,24,116,57,103,15,1,0.51,0.372
2534,0.315,607,28,13,7,66,89,96,45,12,0.438,0.403
2537,0.354,557,36,4,22,93,96,73,2,2,0.551,0.447
2544,0.282,535,25,2,14,65,28,53,9,7,0.415,0.326
2548,0.277,278,20,0,9,46,39,72,1,0,0.446,0.371
2556,0.321,165,7,2,0,21,20,11,5,4,0.388,0.395
2557,0.296,619,26,1,43,121,79,91,11,7,0.565,0.379
2558,0.278,572,27,2,34,119,48,134,8,2,0.51,0.333
2569,0.336,149,12,0,6,32,15,28,1,1,0.537,0.404
2571,0.274,647,25,9,9,59,38,70,5,6,0.382,0.313
2579,0.328,561,38,1,32,111,58,80,1,0,0.57,0.39
2588,0.268,358,23,0,17,63,47,92,0,1,0.475,0.35
2591,0.275,69,9,1,2,18,2,20,0,0,0.522,0.296
2599,0.29,321,13,1,5,47,55,49,8,3,0.383,0.395
2601,0.294,571,35,2,45,145,76,121,5,3,0.599,0.377
2605,0.331,118,9,0,2,12,5,16,0,0,0.458,0.368
2606,0.29,259,17,1,9,39,37,57,0,0,0.467,0.377
2613,0.282,517,18,2,3,31,48,78,41,22,0.342,0.347
2630,0.31,686,35,5,42,124,45,121,46,13,0.56,0.36
2634,0.321,579,40,4,21,91,32,88,9,0,0.513,0.358
2639,0.29,601,45,4,31,110,93,141,14,7,0.532,0.391
2649,0.3,463,28,1,26,88,90,100,0,1,0.533,0.41
2652,0.285,316,14,2,2,30,16,47,0,0,0.361,0.325
2657,0.31,29,5,0,0,4,1,6,0,0,0.483,0.333
2664,0.314,169,7,2,3,20,25,32,4,2,0.432,0.421
2665,0.305,522,36,1,19,84,49,80,3,1,0.487,0.359
2670,0.31,174,14,1,11,35,6,42,1,1,0.592,0.344
2674,0.302,437,27,2,22,85,95,46,22,7,0.524,0.428
2682,0.296,186,11,0,16,46,24,47,0,1,0.613,0.381
2686,0.276,370,15,3,11,55,34,110,5,3,0.422,0.343
2696,0.308,643,20,0,66,158,73,171,18,9,0.647,0.377
2699,0.273,384,27,4,4,43,45,62,11,2,0.396,0.356
2706,0.294,523,33,1,26,106,59,93,8,3,0.511,0.37
2712,0.242,422,25,2,14,54,38,89,0,1,0.41,0.31
2715,0.279,516,29,3,12,55,67,77,51,18,0.417,0.377
2717,0.259,274,14,1,11,34,35,74,0,1,0.438,0.353
2725,0.279,573,34,1,22,92,49,81,9,7,0.457,0.332
2730,0.259,282,18,0,8,35,24,38,2,3,0.408,0.32
2735,0.287,0.202,16,2,8,26,24,57,7,3,0.505,0.367
2736,0.278,431,27,0,11,72,52,93,1,0,0.418,0.352
2744,0.293,440,34,2,30,85,90,141,1,0,0.584,0.413
2752,0.286,199,18,1,12,35,16,45,0,2,0.568,0.338
2761,0.279,129,13,1,5,20,22,34,0,0,0.512,0.382
2762,0.253,221,13,0,7,33,17,45,2,2,0.407,0.309
2763,0.272,573,28,4,50,119,79,121,11,4,0.597,0.363
2764,0.337,609,31,2,40,115,61,144,0,0,0.591,0.402
2772,0.311,637,39,7,7,45,54,46,22,16,0.427,0.386
2774,0.288,576,30,6,2,50,62,64,37,12,0.372,0.358
2778,0.257,338,15,2,6,46,30,68,1,1,0.367,0.317
2779,0.363,454,46,3,23,67,64,61,14,4,0.63,0.445
2780,0.316,528,41,3,12,62,47,65,19,7,0.473,0.372
2788,0.285,309,16,0,10,46,15,38,0,0,0.434,0.317
2790,0.28,347,18,2,0,27,59,53,7,1,0.434,0.386
2797,0.279,563,32,1,22,85,42,102,22,8,0.456,0.335
2800,0.3,357,21,2,17,58,30,57,16,7,0.513,0.363
2801,0.283,226,14,0,6,29,29,60,2,1,0.425,0.372
2804,0.339,499,30,5,26,97,74,81,15,9,0.575,0.422
2805,0.305,266,19,2,10,44,17,48,11,5,0.504,0.352
2809,0.252,325,17,1,9,44,24,56,2,1,0.394,0.308
2810,0.322,90,6,0,2,12,4,8,2,4,0.456,0.354
2812,0.278,338,9,9,1,17,29,69,26,12,0.367,0.337
2815,0.282,655,26,7,3,45,38,94,58,8,0.357,0.319
2824,0.31,536,48,1,14,83,47,94,2,4,0.481,0.364
2825,0.285,452,24,1,8,43,45,32,42,13,0.396,0.355
2826,0.27,592,40,2,27,108,44,127,15,7,0.481,0.328
2828,0.276,392,18,2,13,66,41,58,3,4,0.431,0.345
